Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
12106;Gare de Lyon - Roland Barthes;OUI;68;18;50;42;8;OUI;OUI;2020-03-29T18:34:06+02:00;48.8439572949,2.37908821553;Paris;
14019;Sarrette - Général Leclerc;OUI;22;18;4;1;3;OUI;OUI;2020-03-29T18:34:27+02:00;48.8250308529,2.3264128694;Paris;
20119;Square des Saint-Simoniens;OUI;25;19;6;1;5;OUI;OUI;2020-03-29T18:37:37+02:00;48.8701796,2.3967273;Paris;
12011;Charenton - Place du Col Bourgoin;OUI;35;1;35;31;4;OUI;OUI;2020-03-29T18:37:28+02:00;48.8448673196,2.38257893505;Paris;
21105;Morice - Général Leclerc;OUI;25;16;9;4;5;OUI;OUI;2020-03-29T18:37:09+02:00;48.9024547198,2.31289297342;Clichy;
18113;Lepic - Armée d'Orient;OUI;24;21;3;0;3;OUI;OUI;2020-03-29T18:36:19+02:00;48.8875364038,2.3343077302;Paris;
9023;Laffitte - Italiens;OUI;33;19;13;13;0;OUI;OUI;2020-03-29T18:37:56+02:00;48.8718157374,2.33720154785;Paris;
18029;Emile Blemont - Poteau;OUI;39;29;10;7;3;OUI;OUI;2020-03-29T18:34:26+02:00;48.8943782,2.3415122;Paris;
47004;Stade Auguste Delaune;OUI;21;15;6;0;6;OUI;OUI;2020-03-29T18:37:46+02:00;48.8089637868,2.43452042341;Maisons-Alfort;
16043;Place de Passy;OUI;15;6;9;2;7;OUI;OUI;2020-03-29T18:37:49+02:00;48.8578029171,2.27750054694;Paris;
21024;Billancourt - Général Leclerc;OUI;22;16;6;4;2;OUI;OUI;2020-03-29T18:33:41+02:00;48.8322649,2.2380413;Boulogne-Billancourt;
20019;Place du Maquis du Vercors;OUI;31;30;1;1;0;OUI;OUI;2020-03-29T18:38:23+02:00;48.8773215795,2.40837827325;Paris;
5030;Sorbonne - Ecoles;OUI;50;22;29;26;3;OUI;OUI;2020-03-29T18:37:08+02:00;48.8496865662,2.34349966049;Paris;
11012;Montreuil - Voltaire;OUI;34;17;17;15;2;OUI;OUI;2020-03-29T18:37:08+02:00;48.8505070118,2.39307555827;Paris;
9036;Athènes - Clichy;OUI;20;16;4;3;1;OUI;OUI;2020-03-29T18:37:12+02:00;48.8781137879,2.32956021946;Paris;
15060;Place de la Montagne du Goulet;OUI;21;4;17;15;2;OUI;OUI;2020-03-29T18:34:12+02:00;48.8443415,2.2773844;Paris;
15052;Convention - Vaugirard;OUI;48;24;24;20;4;OUI;OUI;2020-03-29T18:38:11+02:00;48.8376768223,2.29558692602;Paris;
23003;Président Wilson - Baudin;OUI;28;23;5;1;4;OUI;OUI;2020-03-29T18:34:24+02:00;48.898268871,2.28493362665;Levallois-Perret;
17107;Berthier - Place Stuart Merril;OUI;37;31;5;3;2;OUI;OUI;2020-03-29T18:30:17+02:00;48.8859279224,2.29334503412;Paris;
15102;Square Bela Bartok;OUI;24;10;14;9;5;OUI;OUI;2020-03-29T18:36:26+02:00;48.8512015683,2.28465367109;Paris;
6012;Saint-Germain - Ciseaux;OUI;18;1;17;15;2;OUI;OUI;2020-03-29T18:38:16+02:00;48.8533052776,2.33446546188;Paris;
31005;Square Denise Buisson;OUI;45;37;8;4;4;OUI;OUI;2020-03-29T18:37:20+02:00;48.8562322731,2.42643624544;Montreuil;
2112;Bibliothèque Nationale;OUI;17;6;11;7;4;OUI;OUI;2020-03-29T18:30:16+02:00;48.8682889935,2.33808930963;Paris;
9007;Condorcet - Turgot;OUI;20;16;4;1;3;OUI;OUI;2020-03-29T18:31:05+02:00;48.8798515579,2.34523236752;Paris;
18139;Poissonniers - Championnet;OUI;28;24;11;8;3;OUI;OUI;2020-03-29T18:37:59+02:00;48.8954329973,2.35301781446;Paris;
26004;Gare RER les Grésillons;OUI;22;13;9;6;3;OUI;OUI;2020-03-29T18:38:10+02:00;48.9198986336,2.31458459136;Asnières-sur-Seine;
12015;Place de la Nation - Picpus;OUI;36;13;23;19;4;OUI;OUI;2020-03-29T18:37:18+02:00;48.8468216815,2.40011304617;Paris;
14022;Didot - Mariniers;OUI;35;21;14;11;3;OUI;OUI;2020-03-29T18:35:47+02:00;48.8265054361,2.31313619827;Paris;
9111;Victoire - Laffitte;OUI;20;13;7;5;2;OUI;OUI;2020-03-29T18:38:13+02:00;48.8751437349,2.33811850514;Paris;
32019;Place du 8 mai 1945;OUI;30;25;5;2;3;OUI;OUI;2020-03-29T18:35:05+02:00;48.9388822721,2.35662437975;Saint-Denis;
12164;Stade Pershing;NON;0;0;0;0;0;NON;NON;2019-03-21T10:48:41+01:00;48.8290634279,2.45906923653;Paris;
42028;Verdun - Carnot;OUI;28;24;4;0;4;OUI;OUI;2020-03-29T18:29:04+02:00;48.8084393761,2.37379521132;Ivry-sur-Seine;
15069;Félix Faure - Convention;OUI;44;14;30;27;3;OUI;OUI;2020-03-29T18:38:02+02:00;48.841249336,2.28838660085;Paris;
17036;Place Tristan Bernard;OUI;28;19;9;4;5;OUI;OUI;2020-03-29T18:38:19+02:00;48.8791964,2.2915403;Paris;
20110;Gambetta - Tourelles;OUI;20;20;0;0;0;OUI;OUI;2020-03-29T18:36:03+02:00;48.8753379023,2.40599211305;Paris;
14009;Tombe Issoire - René Coty;OUI;36;33;3;2;1;OUI;OUI;2020-03-29T18:35:41+02:00;48.8305128767,2.33436137438;Paris;
20013;Alexandre Dumas - Place de la Réunion;OUI;45;38;7;1;6;OUI;OUI;2020-03-29T18:34:29+02:00;48.8553371074,2.39977036876;Paris;
15027;Duhamel - André Gide;OUI;20;13;7;0;7;OUI;OUI;2020-03-29T18:34:13+02:00;48.8365662244,2.3127071211;Paris;
6003;Saint-Sulpice;OUI;21;7;14;5;9;OUI;OUI;2020-03-29T18:38:20+02:00;48.8516538318,2.33080778271;Paris;
19027;Serrurier;OUI;18;18;0;0;0;OUI;OUI;2020-03-29T18:32:47+02:00;48.8804934032,2.39806417376;Paris;
7011;Las Cases - Bourgogne;OUI;22;13;9;3;6;OUI;OUI;2020-03-29T18:35:54+02:00;48.8590911047,2.3185685277;Paris;
5022;Boulangers - Cardinal Lemoine;OUI;20;12;7;2;5;OUI;OUI;2020-03-29T18:34:47+02:00;48.8462904,2.3521495;Paris;
7020;Champ de Mars - Cler;OUI;41;23;18;14;4;OUI;OUI;2020-03-29T18:38:20+02:00;48.8566915501,2.30664677918;Paris;
15112;Vigée-Lebrun - Anselme Payen;OUI;24;19;5;2;3;OUI;OUI;2020-03-29T18:38:01+02:00;48.8386839416,2.3110422492;Paris;
10008;Cité Riverin - Château d'Eau;OUI;18;4;14;8;6;OUI;OUI;2020-03-29T18:32:49+02:00;48.8707024236,2.3587398639;Paris;
41209;Cimetière;OUI;15;5;9;0;9;OUI;OUI;2020-03-29T18:34:05+02:00;48.8470617336,2.47878223658;Fontenay-sous-Bois;
14008;Mouton Duvernet - Général Leclerc;OUI;39;37;2;0;2;OUI;OUI;2020-03-29T18:33:27+02:00;48.8316325183,2.32931211591;Paris;
32604;Square du Théâtre du Garde-Chasse;OUI;50;48;2;0;2;OUI;OUI;2020-03-29T18:30:00+02:00;48.8812873751,2.42011964321;Les Lilas;
5012;Estrapade - Ulm;OUI;16;15;1;0;1;OUI;OUI;2020-03-29T18:37:29+02:00;48.8451277283,2.34545681704;Paris;
46001;Place Paul Eluard;OUI;19;12;7;3;4;OUI;OUI;2020-03-29T18:37:44+02:00;48.7672039733,2.41449773312;Choisy-le-Roi;
9005;Square d'Anvers;OUI;33;19;14;3;11;OUI;OUI;2020-03-29T18:31:49+02:00;48.8826334843,2.34488440621;Paris;
42301;Gare Arcueil - Cachan;OUI;26;18;8;0;8;OUI;OUI;2020-03-29T18:37:10+02:00;48.799824,2.328171;Arcueil;
21302;Aristide Briand - Place de la Résistance;OUI;25;19;6;1;5;OUI;OUI;2020-03-29T18:37:57+02:00;48.821242484,2.25110024214;Issy-les-Moulineaux;
13041;Porte d'Ivry;OUI;50;43;7;4;3;OUI;OUI;2020-03-29T18:36:10+02:00;48.8217687476,2.36887067556;Paris;
41606;Pasteur - Gambetta;OUI;19;9;10;8;2;OUI;OUI;2020-03-29T18:37:57+02:00;48.8457279738,2.42360115051;Saint-Mandé;
10023;Gare de l'Est - Verdun;OUI;14;7;7;3;4;OUI;OUI;2020-03-29T18:34:15+02:00;48.8761560543,2.36091490832;Paris;
23002;Pont de Levallois-bécon;OUI;50;46;4;2;2;OUI;OUI;2020-03-29T18:37:24+02:00;48.8984179,2.2791311;Levallois-Perret;
32017;Basilique;NON;0;0;0;0;0;NON;NON;2019-10-10T11:12:37+02:00;48.9362689106,2.35886668202;Saint-Denis;
12041;Bois de Vincennes;OUI;60;36;24;17;7;OUI;OUI;2020-03-29T18:37:34+02:00;48.8338064,2.4132221;Saint-Mandé;
18042;Place Pigalle;OUI;21;20;1;1;0;OUI;OUI;2020-03-29T18:38:18+02:00;48.8827555,2.3361566;Paris;
15020;Mairie du 15ème;OUI;32;19;13;9;4;OUI;OUI;2020-03-29T18:36:22+02:00;48.8417762,2.2986539;Paris;
5019;Poissy - Saint-Germain;OUI;25;2;23;20;3;OUI;OUI;2020-03-29T18:38:21+02:00;48.8496964943,2.35296852887;Paris;
4111;Hôtel de Ville - Pont d'Arcole;OUI;20;0;0;0;0;NON;NON;2020-01-21T03:48:03+01:00;48.8558764518,2.35089216381;Paris;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;34;16;3;13;OUI;OUI;2020-03-29T18:34:32+02:00;48.8277455574,2.41836547852;Paris;
21009;Le Corbusier - Jean Jaurès;OUI;46;17;29;18;11;OUI;OUI;2020-03-29T18:37:59+02:00;48.8378083056,2.24083811045;Boulogne-Billancourt;
14128;Gergovie - Vercingétorix;OUI;29;25;4;1;3;OUI;OUI;2020-03-29T18:37:00+02:00;48.8345341388,2.31315454743;Paris;
9016;Choron - Martyrs;OUI;17;2;15;11;4;OUI;OUI;2020-03-29T18:34:54+02:00;48.8778514435,2.33967013657;Paris;
13020;Paul Klee - Place Augusta Holmes;OUI;43;29;12;5;7;OUI;OUI;2020-03-29T18:36:39+02:00;48.8389464174,2.3704235664;Paris;
15019;Paul Barruel - Vaugirard;OUI;39;24;15;9;6;OUI;OUI;2020-03-29T18:35:13+02:00;48.8401491855,2.30443328619;Paris;
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;22;7;6;1;OUI;OUI;2020-03-29T18:37:36+02:00;48.8271405584,2.23423451185;Boulogne-Billancourt;
15043;Brancion - Lefebvre;OUI;11;3;8;2;6;OUI;OUI;2020-03-29T18:29:26+02:00;48.8290022279,2.30143103816;Paris;
16030;Place de Barcelone - Mirabeau;OUI;55;1;54;44;10;OUI;OUI;2020-03-29T18:36:30+02:00;48.8476230274,2.27356642485;Paris;
11038;Temple - Charlot;OUI;45;39;6;6;0;OUI;OUI;2020-03-29T18:37:48+02:00;48.8657093438,2.36527372507;Paris;
13128;Quai de la Gare - Pont de Bercy;NON;0;0;0;0;0;NON;NON;2019-03-19T14:49:19+01:00;48.8373078797,2.37408612606;Paris;
4016;Lobau - Hôtel de Ville;OUI;60;22;39;38;1;OUI;OUI;2020-03-29T18:36:47+02:00;48.8562118,2.3532536;Paris;
22206;Louis Pasteur - Albert Petit;OUI;31;18;13;6;7;OUI;OUI;2020-03-29T18:38:00+02:00;48.796261,2.317289;Bagneux;
15062;Convention - Lourmel;OUI;36;14;22;19;3;OUI;OUI;2020-03-29T18:37:28+02:00;48.8420550417,2.28599108756;Paris;
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;21;9;2;7;OUI;OUI;2020-03-29T18:34:29+02:00;48.8241428252,2.31587894261;Paris;
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;25;2;0;2;OUI;OUI;2020-03-29T18:38:12+02:00;48.8419236633,2.38972897947;Paris;
21707;Square Etienne Jarousse;OUI;25;24;1;0;1;OUI;OUI;2020-03-29T18:35:33+02:00;48.824851826,2.29259334505;Vanves;
41203;Stalingrad - Rigollots;OUI;20;4;16;16;0;OUI;OUI;2020-03-29T18:33:32+02:00;48.8499740384,2.45557576418;Fontenay-sous-Bois;
19201;Petit - Georges Thill;OUI;23;13;10;5;5;OUI;OUI;2020-03-29T18:28:33+02:00;48.88603132,2.3895753175;Paris;
21953;Gare de Bellevue;OUI;20;14;6;0;6;OUI;OUI;2020-03-29T18:30:51+02:00;48.8192404686,2.22953092307;Meudon;
21506;Maurice Payret-Dortail;OUI;22;19;3;0;3;OUI;OUI;2020-03-29T18:32:00+02:00;48.8781195706,2.22336251289;Suresnes;
4015;Mairie du 4ème;OUI;44;25;19;18;1;OUI;OUI;2020-03-29T18:36:37+02:00;48.8559499105,2.35638231039;Paris;
1013;Place du Palais Royal;OUI;67;46;22;19;3;OUI;OUI;2020-03-29T18:36:37+02:00;48.8624302348,2.33852013115;Paris;
23301;Les Blagis;OUI;27;11;16;7;9;OUI;OUI;2020-03-29T18:33:44+02:00;48.785205,2.302526;Sceaux;
24004;Paix - Verdun;OUI;35;27;8;6;2;OUI;OUI;2020-03-29T18:34:08+02:00;48.900504,2.261173;Courbevoie;
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;19;1;0;1;OUI;OUI;2020-03-29T18:36:13+02:00;48.796735088,2.36833423376;Villejuif;
15045;Porte de la Plaine;OUI;35;24;11;10;1;OUI;OUI;2020-03-29T18:33:39+02:00;48.8280516961,2.29242771864;Paris;
24007;Jean-Baptiste Charcot - Sainte-Geneviève;OUI;21;14;7;5;2;OUI;OUI;2020-03-29T18:35:49+02:00;48.903222,2.279097;Courbevoie;
22007;Commandant Charcot - Bretteville;OUI;36;15;21;14;7;OUI;OUI;2020-03-29T18:35:38+02:00;48.8753057077,2.25584607571;Neuilly-sur-Seine;
11104;Charonne - Robert et Sonia Delauney;OUI;20;15;5;3;2;OUI;OUI;2020-03-29T18:32:57+02:00;48.855907556,2.39257067442;Paris;
17025;Chazelles - Courcelles;OUI;35;22;13;9;4;OUI;OUI;2020-03-29T18:30:33+02:00;48.879406605,2.30344556272;Paris;
31024;Romainville - Vaillant-Couturier;OUI;38;28;10;1;9;OUI;OUI;2020-03-29T18:37:57+02:00;48.86785,2.446748;Montreuil;
6001;Institut de France;OUI;17;9;8;4;4;OUI;OUI;2020-03-29T18:37:55+02:00;48.8576156786,2.33583135304;Paris;
26003;Argenteuil - Voltaire;OUI;16;8;8;3;5;OUI;OUI;2020-03-29T18:32:08+02:00;48.9186486596,2.28141121566;Asnières-sur-Seine;
13014;Gare d'Austerlitz;OUI;14;6;8;4;4;OUI;OUI;2020-03-29T18:34:39+02:00;48.842524,2.364044;Paris;
8010;Liège - Moscou;OUI;17;10;7;3;4;OUI;OUI;2020-03-29T18:36:39+02:00;48.8795431,2.3264628;Paris;
10111;Jemmapes - Grange aux Belles;OUI;23;18;4;3;1;OUI;OUI;2020-03-29T18:37:05+02:00;48.873462,2.364035;Paris;
21212;Marne - Germain Dardan;OUI;22;19;3;3;0;OUI;OUI;2020-03-29T18:33:55+02:00;48.811542704,2.30307072401;Montrouge;
15042;Henry Farman;OUI;16;8;8;7;1;OUI;OUI;2020-03-29T18:30:52+02:00;48.8337243028,2.27138545364;Paris;
20037;Gambetta - Saint Fargeau;OUI;24;21;3;1;2;OUI;OUI;2020-03-29T18:37:43+02:00;48.8712446104,2.40390568972;Paris;
15104;Hôpital Européen Georges Pompidou;OUI;65;41;24;18;6;OUI;OUI;2020-03-29T18:38:18+02:00;48.8376953192,2.27537423372;Paris;
22406;Guy Môquet - Etienne Dolet;OUI;23;6;5;1;4;OUI;OUI;2020-03-29T18:32:17+02:00;48.8152700999,2.298078277;Malakoff;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;16;4;3;1;OUI;OUI;2020-03-29T18:30:34+02:00;48.86431136,2.41052102298;Paris;
17031;Place de la Porte de Champerret;OUI;28;22;6;4;2;OUI;OUI;2020-03-29T18:36:31+02:00;48.8856174163,2.29078141128;Paris;
41402;Victor Hugo - Ecoles;OUI;25;14;11;1;10;OUI;OUI;2020-03-29T18:38:22+02:00;48.8047600794,2.41803739303;Alfortville;
43003;Hôpital Bégin;OUI;26;18;8;3;5;OUI;OUI;2020-03-29T18:29:13+02:00;48.8457167211,2.42724627256;Vincennes;
26007;Square Gilbert Thomain;OUI;20;16;4;4;0;OUI;OUI;2020-03-29T18:31:51+02:00;48.9071737381,2.26954009384;Asnières-sur-Seine;
33018;Edouard Poisson - Victor Hugo;OUI;30;19;13;11;2;OUI;OUI;2020-03-29T18:37:03+02:00;48.9111391495,2.37927228212;Aubervilliers;
15033;Place Violet;OUI;30;11;19;16;3;OUI;OUI;2020-03-29T18:36:32+02:00;48.8448789384,2.29057565331;Paris;
31012;Place Carnot;OUI;25;17;8;2;6;OUI;OUI;2020-03-29T18:36:59+02:00;48.8559393219,2.44153171778;Montreuil;
15029;Emeriau - Place de Brazzaville;OUI;51;40;11;6;5;OUI;OUI;2020-03-29T18:37:48+02:00;48.8507852617,2.28715851903;Paris;
21013;Pierre Grenier - Pont de Billancourt;OUI;21;12;9;6;3;OUI;OUI;2020-03-29T18:34:04+02:00;48.8258020743,2.2487989068;Boulogne-Billancourt;
23011;Bineau - Louise Michel;OUI;25;13;12;9;3;OUI;OUI;2020-03-29T18:37:42+02:00;48.8866616221,2.28432744741;Levallois-Perret;
32001;Proudhon - Président Wilson;OUI;30;26;4;1;3;OUI;OUI;2020-03-29T18:30:49+02:00;48.9064427635,2.35849052668;Saint-Denis;
8026;Messine - Place Du Pérou;OUI;12;7;5;5;0;OUI;OUI;2020-03-29T18:30:37+02:00;48.875448034,2.31550801901;Paris;
7016;Surcouf - Université;OUI;58;36;22;19;3;OUI;OUI;2020-03-29T18:31:47+02:00;48.8612730163,2.30945355091;Paris;
7026;Place de Finlande;OUI;25;2;23;16;7;OUI;OUI;2020-03-29T18:38:22+02:00;48.862408336,2.3113624379;Paris;
2014;Daunou - Louis le Grand;OUI;17;12;5;1;4;OUI;OUI;2020-03-29T18:37:07+02:00;48.869113,2.332515;Paris;
8029;Place du Canada;OUI;40;24;16;9;7;OUI;OUI;2020-03-29T18:36:57+02:00;48.8653462694,2.31019378796;Paris;
15009;Suffren - Pérignon;OUI;46;29;17;14;3;OUI;OUI;2020-03-29T18:34:29+02:00;48.8471756149,2.3070521476;Paris;
20045;Louis Ganne - Davout;OUI;30;21;9;6;3;OUI;OUI;2020-03-29T18:35:15+02:00;48.8633872069,2.409725748;Paris;
92005;Gare de Nanterre Ville;OUI;43;34;9;0;9;OUI;OUI;2020-03-29T18:37:43+02:00;48.8950295,2.1957932;Nanterre;
19113;Pré Saint-Gervais - Lilas;OUI;28;25;3;0;3;OUI;OUI;2020-03-29T18:38:03+02:00;48.877870627,2.39590734243;Paris;
35015;Averroès - Aimé Césaire;OUI;19;11;10;1;9;OUI;OUI;2020-03-29T18:36:21+02:00;48.9140532343,2.41263695061;Pantin;
11103;Pelée - Alphonse Baudin;OUI;38;27;11;9;2;OUI;OUI;2020-03-29T18:30:45+02:00;48.8600265,2.3710541;Paris;
9029;Saint-Lazare - Place d'Estienne d'Orves;OUI;39;15;24;23;1;OUI;OUI;2020-03-29T18:35:42+02:00;48.8768345,2.3329067;Paris;
21028;Pierre Lefaucheux - Traversière;OUI;35;25;10;7;3;OUI;OUI;2020-03-29T18:30:53+02:00;48.824352083,2.24179130048;Boulogne-Billancourt;
32301;Mairie de Romainville;OUI;17;17;0;0;0;NON;NON;2019-11-30T02:01:20+01:00;48.885109,2.435679;Romainville;
5014;Jean Calvin - Tournefort;OUI;28;23;5;3;2;OUI;OUI;2020-03-29T18:32:34+02:00;48.8415885693,2.34848957509;Paris;
32011;Stade de France;OUI;44;43;1;1;0;OUI;OUI;2020-03-29T18:37:41+02:00;48.9191419536,2.36206557602;Saint-Denis;
15023;La Motte-Picquet - Grenelle;OUI;34;14;20;10;10;OUI;OUI;2020-03-29T18:38:20+02:00;48.8485832134,2.2993478179;Paris;
13106;Bobillot - Paulin Mery;OUI;23;16;7;3;4;OUI;OUI;2020-03-29T18:34:02+02:00;48.8298998417,2.35433567667;Paris;
16011;Victor Hugo - La Pompe;OUI;41;36;5;5;0;OUI;OUI;2020-03-29T18:30:03+02:00;48.8679522247,2.28146318346;Paris;
15004;Vaugirard - Pasteur;OUI;21;7;14;14;0;OUI;OUI;2020-03-29T18:31:34+02:00;48.840408688,2.3154367134;Paris;
16002;Pergolèse - Malakoff;OUI;38;3;6;4;2;OUI;OUI;2020-03-29T18:34:44+02:00;48.8752108878,2.28427816182;Paris;
13044;Place Jeanne d'Arc;OUI;36;22;14;8;6;OUI;OUI;2020-03-29T18:38:14+02:00;48.829575,2.369126;Paris;
17108;Bessières - Porte de Clichy;OUI;33;23;10;5;5;OUI;OUI;2020-03-29T18:37:48+02:00;48.8961176245,2.31790903956;Paris;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;23;10;6;4;OUI;OUI;2020-03-29T18:29:45+02:00;48.8453579,2.3965022;Paris;
5007;Ecoles - Carmes;OUI;36;19;17;14;3;OUI;OUI;2020-03-29T18:37:06+02:00;48.848904448,2.34734863043;Paris;
8044;Alfred de Vigny - Place du Général Brocard;OUI;33;29;4;3;1;OUI;OUI;2020-03-29T18:37:12+02:00;48.8783613836,2.30525444822;Paris;
6104;Herschel - Observatoire;OUI;37;24;13;9;4;OUI;OUI;2020-03-29T18:35:43+02:00;48.8434237622,2.33766451478;Paris;
4108;Quai de Béthune - Pont de la Tournelle;OUI;25;9;15;8;7;OUI;OUI;2020-03-29T18:38:17+02:00;48.8509743319,2.35630720854;Paris;
1102;Française - Etienne Marcel;OUI;37;28;9;6;3;OUI;OUI;2020-03-29T18:36:08+02:00;48.8640533047,2.34758701175;Paris;
13017;Nationale - Vincent Auriol;OUI;33;23;10;4;6;OUI;OUI;2020-03-29T18:34:34+02:00;48.832527084,2.36235441039;Paris;
27006;Victor Hugo - Gare;NON;22;22;0;0;0;NON;NON;2020-03-06T12:03:37+01:00;48.9231610496,2.26015102118;Colombes;
9019;Victor Massé - Jean-Baptiste Pigalle;OUI;18;11;7;4;3;OUI;OUI;2020-03-29T18:37:10+02:00;48.8811043724,2.33669556677;Paris;
44008;Youri Gagarine - Commune de Paris;OUI;33;25;7;6;1;OUI;OUI;2020-03-29T18:34:37+02:00;48.782427463,2.39397346973;Vitry-sur-Seine;
2022;Saint-Fiacre - Poissonière;OUI;35;24;11;8;3;OUI;OUI;2020-03-29T18:37:47+02:00;48.8708289116,2.34592135996;Paris;
9025;Taitbout - Châteaudun;OUI;39;24;15;8;7;OUI;OUI;2020-03-29T18:37:51+02:00;48.8763839694,2.33535667793;Paris;
8052;Balzac - Champs Elysées;OUI;30;23;7;7;0;OUI;OUI;2020-03-29T18:36:12+02:00;48.8726996396,2.30019539595;Paris;
41103;Place de la vache noire;OUI;25;24;1;1;0;OUI;OUI;2020-03-29T18:34:35+02:00;48.8104051706,2.32706040144;Arcueil;
25004;Marcel Pourtout - Édouard Manet;OUI;24;17;7;3;4;OUI;OUI;2020-03-29T18:30:54+02:00;48.8755562076,2.16559678316;Rueil-Malmaison;
20106;Mairie du 20ème;OUI;27;20;7;0;7;OUI;OUI;2020-03-29T18:36:59+02:00;48.8653023243,2.39906698465;Paris;
21205;Arthur Auger - Jean Jaurès;OUI;26;17;9;5;4;OUI;OUI;2020-03-29T18:35:49+02:00;48.8137364456,2.30692774057;Montrouge;
12040;Porte de Charenton;OUI;67;35;31;27;4;OUI;OUI;2020-03-29T18:37:17+02:00;48.8312401059,2.39891074598;Paris;
42016;Pierre et Marie Curie - Maurice Thorez;OUI;27;18;9;5;4;OUI;OUI;2020-03-29T18:36:13+02:00;48.8158022636,2.37680498511;Ivry-sur-Seine;
11025;Froment - Bréguet;OUI;43;23;19;10;9;OUI;OUI;2020-03-29T18:34:31+02:00;48.8570414505,2.37289470307;Paris;
13101;Croulebarde - Corvisart;OUI;34;18;16;14;2;OUI;OUI;2020-03-29T18:37:08+02:00;48.8309816593,2.34816469252;Paris;
8048;Marceau - Chaillot;OUI;21;16;5;2;3;OUI;OUI;2020-03-29T18:36:52+02:00;48.8688339499,2.29899678379;Paris;
8053;Place Georges Guillaumin;OUI;29;27;2;2;0;OUI;OUI;2020-03-29T18:33:30+02:00;48.874750204,2.30177143533;Paris;
9106;Boudreau - Auber;OUI;14;9;5;5;0;OUI;OUI;2020-03-29T18:30:10+02:00;48.87219,2.329423;Paris;
31706;Château - République;OUI;26;18;8;3;5;OUI;OUI;2020-03-29T18:37:34+02:00;48.8629238006,2.4155035615;Bagnolet;
17043;Belidor - Gouvion-Saint-Cyr;OUI;40;35;5;4;1;OUI;OUI;2020-03-29T18:35:19+02:00;48.8802215405,2.2854680568;Paris;
5032;Panthéon - Valette;OUI;39;32;7;4;3;OUI;OUI;2020-03-29T18:37:08+02:00;48.8470205717,2.34649826197;Paris;
26002;Redoute - Les Courtilles;OUI;32;20;6;1;5;OUI;OUI;2020-03-29T18:36:47+02:00;48.9298671945,2.28366963565;Asnières-sur-Seine;
18011;Pajol - Place Herbert;OUI;39;35;4;2;2;OUI;OUI;2020-03-29T18:36:18+02:00;48.8927825,2.3635598;Paris;
42014;Place Marcel Cachin;OUI;32;12;20;18;2;OUI;OUI;2020-03-29T18:35:58+02:00;48.8141144236,2.39090770483;Ivry-sur-Seine;
15106;Grenelle - Violet;OUI;35;14;21;12;9;OUI;OUI;2020-03-29T18:38:07+02:00;48.8499303551,2.29461204261;Paris;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;26;7;19;17;2;OUI;OUI;2020-03-29T18:33:28+02:00;48.8349588517,2.24168032408;Boulogne-Billancourt;
17028;Reims - Raymond Pitet;OUI;37;26;11;7;4;OUI;OUI;2020-03-29T18:32:24+02:00;48.8888,2.296319;Paris;
21110;Parc Roger Salengro;OUI;36;19;17;1;16;OUI;OUI;2020-03-29T18:33:24+02:00;48.9053038586,2.31055945158;Clichy;
19013;Laumière - Petit;OUI;34;29;5;2;3;OUI;OUI;2020-03-29T18:35:13+02:00;48.8846736854,2.38003905863;Paris;
19008;Flandre - Alphonse Karr;OUI;26;22;4;2;2;OUI;OUI;2020-03-29T18:38:20+02:00;48.89465,2.381868;Paris;
14117;Gare Montparnasse - René Mouchotte;OUI;39;13;26;4;22;OUI;OUI;2020-03-29T18:34:33+02:00;48.8392038433,2.32088394463;Paris;
33009;Félix Faure - Sadi Carnot;OUI;33;9;25;13;12;OUI;OUI;2020-03-29T18:35:55+02:00;48.9081211023,2.37862318754;Aubervilliers;
21109;Guichet - Jean Jaurès;OUI;28;14;14;6;8;OUI;OUI;2020-03-29T18:35:39+02:00;48.9051698681,2.3023840785;Clichy;
35019;Anatole France - Jean Lolive;OUI;28;12;16;10;6;OUI;OUI;2020-03-29T18:38:00+02:00;48.8949922,2.4253764;Pantin;
11101;Charles Delescluze;OUI;49;24;25;17;8;OUI;OUI;2020-03-29T18:34:50+02:00;48.8524220085,2.38063249737;Paris;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;26;15;10;5;OUI;OUI;2020-03-29T18:32:35+02:00;48.876327,2.3585464;Paris;
16004;Université Paris Dauphine;OUI;70;52;17;12;5;OUI;OUI;2020-03-29T18:34:20+02:00;48.87070784,2.27486561984;Paris;
9115;Milton - Manuel;OUI;22;14;8;8;0;OUI;OUI;2020-03-29T18:37:24+02:00;48.878249,2.341181;Paris;
11041;Square Saint-Ambroise;OUI;43;16;27;22;5;OUI;OUI;2020-03-29T18:37:57+02:00;48.860934,2.375841;Paris;
