Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
12039;Général Michel Bizot - Claude Decaen;OUI;38;14;24;22;2;OUI;OUI;2020-03-29T18:37:11+02:00;48.8348126298,2.40092778813;Paris;
17041;Guersant - Gouvion-Saint-Cyr;OUI;39;15;24;23;1;OUI;OUI;2020-03-29T18:35:28+02:00;48.8828777518,2.28766737081;Paris;
9104;Caumartin - Provence;OUI;22;13;9;5;4;OUI;OUI;2020-03-29T18:34:38+02:00;48.8744227734,2.32846856117;Paris;
13007;Le Brun - Gobelins;OUI;48;29;19;10;9;OUI;OUI;2020-03-29T18:30:46+02:00;48.8350927878,2.35346813513;Paris;
33006;André Karman - République;OUI;31;24;8;3;5;OUI;OUI;2020-03-29T18:30:28+02:00;48.9103987576,2.38513559103;Aubervilliers;
20035;Pyrénées - Ménilmontant;OUI;26;25;1;0;1;OUI;OUI;2020-03-29T18:37:46+02:00;48.8693268535,2.39508457482;Paris;
17010;Jonquière - Docteur Paul Brousse;OUI;40;23;17;10;7;OUI;OUI;2020-03-29T18:33:02+02:00;48.8947998167,2.31870521217;Paris;
8016;Square Louis XVI;OUI;29;9;20;9;11;OUI;OUI;2020-03-29T18:35:51+02:00;48.873204401,2.32365883074;Paris;
5020;Institut du Monde Arabe - Saint-Germain;OUI;40;14;26;24;2;OUI;OUI;2020-03-29T18:37:10+02:00;48.8490632995,2.35580865294;Paris;
41302;Charles de Gaulle - Beauté;OUI;49;30;19;9;10;OUI;OUI;2020-03-29T18:37:44+02:00;48.8364960231,2.47956265115;Nogent-sur-Marne;
15056;Place Balard;OUI;22;12;10;9;1;OUI;OUI;2020-03-29T18:30:08+02:00;48.8363957364,2.27841921151;Paris;
14003;Schoelcher - Raspail;OUI;50;40;9;5;4;OUI;OUI;2020-03-29T18:36:39+02:00;48.8368173353,2.33127940804;Paris;
12114;Victor Hugo - Jeanne Jugan;OUI;28;12;16;12;4;OUI;OUI;2020-03-29T18:37:08+02:00;48.843949064,2.41508139483;Paris;
8054;Bertie Albrecht - Hoche;OUI;32;28;4;4;0;OUI;OUI;2020-03-29T18:35:34+02:00;48.8761403983,2.30130313831;Paris;
15110;Place Robert Guillemard;OUI;24;18;6;6;0;OUI;OUI;2020-03-29T18:38:19+02:00;48.8361917281,2.28112671601;Paris;
18022;Marcadet - Barbès;OUI;37;33;4;0;4;OUI;OUI;2020-03-29T18:32:04+02:00;48.890451121,2.34905739297;Paris;
16122;Route de la Muette - Porte de Neuilly;OUI;50;38;12;4;8;OUI;OUI;2020-03-29T18:34:57+02:00;48.8798926,2.2587671;Paris;
9010;Rochechouart lamartine;OUI;24;9;15;13;2;OUI;OUI;2020-03-29T18:37:07+02:00;48.8767198951,2.34439302185;Paris;
11024;Mairie du 11ème;OUI;51;23;28;25;3;OUI;OUI;2020-03-29T18:38:12+02:00;48.858925,2.3789759;Paris;
15034;Lakanal - Commerce;OUI;53;45;8;6;2;OUI;OUI;2020-03-29T18:29:00+02:00;48.8444246279,2.29405917227;Paris;
19029;Seine - Flandre;OUI;19;13;6;4;2;OUI;OUI;2020-03-29T18:33:26+02:00;48.8867857415,2.37461932003;Paris;
11115;Montreuil - Gonnet;OUI;24;13;10;7;3;OUI;OUI;2020-03-29T18:33:35+02:00;48.8505005649,2.38908562879;Paris;
33003;Bordier - Félix Faure;OUI;48;34;14;6;8;OUI;OUI;2020-03-29T18:38:10+02:00;48.9039075188,2.38300591707;Aubervilliers;
25005;18 juin 1940 - Buzenval;OUI;25;18;7;2;5;OUI;OUI;2020-03-29T18:34:34+02:00;48.868807,2.185428;Rueil-Malmaison;
14034;Ouest - Château;OUI;23;17;6;0;6;OUI;OUI;2020-03-29T18:32:16+02:00;48.8361728601,2.31939214392;Paris;
20132;Réunion - Avron;OUI;26;21;5;2;3;OUI;OUI;2020-03-29T18:37:28+02:00;48.852566752,2.40392806871;Paris;
17018;Parc Monceau;OUI;18;8;10;8;2;OUI;OUI;2020-03-29T18:34:30+02:00;48.8810779141,2.30954926461;Paris;
18005;Tardieu - Chappe;OUI;18;16;2;0;2;OUI;OUI;2020-03-29T18:36:05+02:00;48.8841467598,2.34184540808;Paris;
13026;Place Jean Delay;OUI;35;31;4;1;3;OUI;OUI;2020-03-29T18:34:41+02:00;48.823316,2.354336;Paris;
13016;Primo Levi - Frigos;OUI;34;24;11;9;2;OUI;OUI;2020-03-29T18:35:50+02:00;48.8309484485,2.37965351593;Paris;
19109;Tanger - Place du Maroc;OUI;19;15;4;1;3;OUI;OUI;2020-03-29T18:35:42+02:00;48.8862524447,2.36892968416;Paris;
11116;Faubourg St-Antoine - Place de la Nation;OUI;37;31;6;5;1;OUI;OUI;2020-03-29T18:33:39+02:00;48.8487659,2.3940436;Paris;
19038;Lassus - Delouvain;OUI;20;18;2;0;2;OUI;OUI;2020-03-29T18:36:43+02:00;48.8755044846,2.38903273255;Paris;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;18;2;0;2;OUI;OUI;2020-03-29T18:30:08+02:00;48.8535535144,2.36391227692;Paris;
17022;Pereire - Place de Wagram;OUI;46;21;25;15;10;OUI;OUI;2020-03-29T18:38:22+02:00;48.8870706076,2.30411112453;Paris;
13122;Parc de Choisy;OUI;25;18;7;3;4;OUI;OUI;2020-03-29T18:38:22+02:00;48.8281562516,2.3585135329;Paris;
20030;Ménilmontant - Père Lachaise;OUI;56;32;23;15;8;OUI;OUI;2020-03-29T18:37:51+02:00;48.8632872915,2.3869940266;Paris;
31704;Jeanne Hornet - Girardot;OUI;29;25;2;0;2;OUI;OUI;2020-03-29T18:30:40+02:00;48.8738026814,2.42782026529;Bagnolet;
18001;Damrémont - Caulaincourt;OUI;18;17;1;0;1;OUI;OUI;2020-03-29T18:29:08+02:00;48.8871450908,2.33258809894;Paris;
8104;Chateaubriand - Friedland;OUI;31;23;8;7;1;OUI;OUI;2020-03-29T18:36:05+02:00;48.8740144756,2.29991625787;Paris;
11107;Faidherbe - Dahomey;OUI;44;18;25;23;2;OUI;OUI;2020-03-29T18:34:49+02:00;48.8513583298,2.3838231348;Paris;
21952;Place Tony de Graaff;OUI;42;28;14;13;1;OUI;OUI;2020-03-29T18:38:22+02:00;48.8181645,2.2458109;Meudon;
20117;Saint-Fargeau - Mortier;OUI;33;33;0;0;0;OUI;OUI;2020-03-29T18:35:10+02:00;48.8726665612,2.40791290998;Paris;
15131;Charles Lecocq - Lecourbe;OUI;30;16;14;13;1;OUI;OUI;2020-03-29T18:37:59+02:00;48.84044,2.294867;Paris;
10037;Quai de Valmy;OUI;26;26;0;0;0;OUI;OUI;2020-03-29T18:36:27+02:00;48.8812695158,2.36818604171;Paris;
20002;Square de la rue Pixérécourt;OUI;15;11;4;0;4;OUI;OUI;2020-03-29T18:36:08+02:00;48.8736824,2.3960278;Paris;
13030;Italie - Tolbiac;NON;0;0;0;0;0;NON;NON;2019-10-10T10:38:29+02:00;48.8249801426,2.35788499359;Paris;
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;28;6;2;4;OUI;OUI;2020-03-29T18:33:35+02:00;48.7908446035,2.28714559303;Fontenay-aux-Roses;
31025;Paul Signac - Aristide Briand;OUI;35;28;5;1;4;OUI;OUI;2020-03-29T18:38:12+02:00;48.8695026216,2.4502260983;Montreuil;
44007;Camille Groult - Guy Môquet;OUI;22;17;4;1;3;OUI;OUI;2020-03-29T18:20:36+02:00;48.7874827465,2.39767257124;Vitry-sur-Seine;
17003;Jacques Kellner - Saint-Ouen;OUI;47;34;12;3;9;OUI;OUI;2020-03-29T18:37:00+02:00;48.8958094858,2.32789740916;Paris;
41205;Maréchal Joffre - Verdun;OUI;20;15;5;0;5;OUI;OUI;2020-03-29T18:33:57+02:00;48.85385,2.470307;Fontenay-sous-Bois;
4010;Saint-Antoine Sévigné;OUI;26;8;18;6;12;OUI;OUI;2020-03-29T18:32:42+02:00;48.8550222,2.3612322;Paris;
41403;Gare RER - Malleret-Joinville;OUI;20;11;9;1;8;OUI;OUI;2020-03-29T18:33:00+02:00;48.802936,2.42531;Alfortville;
14031;Didot - Place de Moro-Giafferi;OUI;22;17;5;4;1;OUI;OUI;2020-03-29T18:37:46+02:00;48.8337,2.3215;Paris;
20044;Davout - Volga;OUI;28;13;15;4;11;OUI;OUI;2020-03-29T18:38:03+02:00;48.85291968,2.41052290978;Paris;
16005;Raymond Poincaré - Place Victor Hugo;OUI;25;14;11;9;2;OUI;OUI;2020-03-29T18:37:57+02:00;48.8703061244,2.28507454142;Paris;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;14;18;14;4;OUI;OUI;2020-03-29T18:35:06+02:00;48.872859139,2.37007170699;Paris;
12037;Reuilly - Daumesnil;OUI;36;20;16;8;8;OUI;OUI;2020-03-29T18:36:54+02:00;48.8395385,2.3972516;Paris;
22012;Madeleine Michelis - Roule;OUI;25;7;18;11;7;OUI;OUI;2020-03-27T11:44:52+01:00;48.8827720972,2.27743450552;Neuilly-sur-Seine;
16037;Molitor - Michel-Ange;OUI;53;41;12;5;7;OUI;OUI;2020-03-29T18:34:50+02:00;48.8451820815,2.26211277357;Paris;
18004;Place des Abbesses;OUI;12;9;3;0;3;OUI;OUI;2020-03-29T18:33:30+02:00;48.8845427261,2.33868677169;Paris;
3010;Beaubourg - Michel-le-Comte;OUI;21;15;6;3;3;OUI;OUI;2020-03-29T18:37:18+02:00;48.8625349418,2.35431030393;Paris;
20006;Pyrénées - Plaine;OUI;12;6;6;3;3;OUI;OUI;2020-03-29T18:35:17+02:00;48.8502670246,2.4062821269;Paris;
21026;Sèvres - Général Leclerc;OUI;30;23;7;6;1;OUI;OUI;2020-03-29T18:36:43+02:00;48.8301215591,2.23142623901;Boulogne-Billancourt;
3001;Beaumarchais - Saint-Gilles;OUI;51;31;20;15;5;OUI;OUI;2020-03-29T18:34:38+02:00;48.8580378,2.3679352;Paris;
42026;Barbès - Monique Maunoury;OUI;40;34;6;5;1;OUI;OUI;2020-03-29T18:32:20+02:00;48.8155271882,2.36871693349;Ivry-sur-Seine;
6007;Bréa - Raspail;OUI;24;22;2;1;1;OUI;OUI;2020-03-29T18:29:39+02:00;48.8427384783,2.32979422176;Paris;
31020;Résistance - Parmentier;OUI;35;29;6;2;4;OUI;OUI;2020-03-29T18:30:41+02:00;48.8596513813,2.43670508265;Montreuil;
16010;Belles Feuilles - Place de Mexico;OUI;23;19;4;0;4;OUI;OUI;2020-03-29T18:33:41+02:00;48.8658047465,2.28292062879;Paris;
19118;Simon Bolivar - Henri Turot;OUI;22;15;7;0;7;OUI;OUI;2020-03-29T18:28:37+02:00;48.876887,2.374454;Paris;
20010;Sorbier - Gasnier-Guy;OUI;34;33;1;0;1;OUI;OUI;2020-03-29T18:29:17+02:00;48.865217631,2.39365965128;Paris;
5027;Gobelins - Port-Royal;OUI;41;22;19;13;6;OUI;OUI;2020-03-29T18:38:02+02:00;48.8371359003,2.351520136;Paris;
19114;Manin - Secrétan;OUI;20;17;3;1;2;OUI;OUI;2020-03-29T18:28:55+02:00;48.8791665,2.3787959;Paris;
19045;Macdonald - Césaria Evora;OUI;67;67;0;0;0;NON;NON;2019-06-14T21:50:28+02:00;48.89883,2.37933;Paris;
12008;Hector Malot - Daumesnil;OUI;54;34;20;17;3;OUI;OUI;2020-03-29T18:37:16+02:00;48.8469355299,2.37708762288;Paris;
43007;Hôtel de Ville de Vincennes;OUI;27;14;13;8;5;OUI;OUI;2020-03-29T18:36:22+02:00;48.8482760971,2.43989557028;Vincennes;
16017;Siam - La Pompe;OUI;16;11;5;1;4;OUI;OUI;2020-03-29T18:35:52+02:00;48.861720329,2.27534656856;Paris;
18108;Evangile - Aubervilliers;OUI;21;13;8;5;3;OUI;OUI;2020-03-29T18:38:16+02:00;48.8950395419,2.36879691482;Paris;
17117;Pereire - Saussure;OUI;32;27;5;3;2;OUI;OUI;2020-03-29T18:36:27+02:00;48.8882290755,2.31012962759;Paris;
7010;Constantine - Université;OUI;65;37;28;23;5;OUI;OUI;2020-03-29T18:35:57+02:00;48.8606804737,2.31484819558;Paris;
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;OUI;60;45;15;11;4;OUI;OUI;2020-03-29T18:35:32+02:00;48.8285952839,2.38022060627;Paris;
16033;Marché d'Auteuil;OUI;32;7;25;23;2;OUI;OUI;2020-03-29T18:37:46+02:00;48.8484276137,2.26525382116;Paris;
16023;Passy - Place du Costa Rica;OUI;33;28;5;2;3;OUI;OUI;2020-03-29T18:35:50+02:00;48.8584893,2.2839655;Paris;
8003;Galilée - Vernet;OUI;17;9;8;5;3;OUI;OUI;2020-03-29T18:33:04+02:00;48.8717158787,2.2985444963;Paris;
14111;Cassini - Denfert-Rochereau;OUI;25;21;4;1;3;OUI;OUI;2020-03-29T18:31:00+02:00;48.8375258391,2.33603540808;Paris;
22207;Rond-point du Dr Albert Schweitzer;OUI;22;14;8;2;6;OUI;OUI;2020-03-29T18:38:08+02:00;48.7898091899,2.31439400464;Bagneux;
15028;Grenelle - Dr Finlay;OUI;71;71;0;0;0;NON;NON;2020-03-16T02:26:22+01:00;48.8513154067,2.29195028543;Paris;
2017;Caire - Dussoubs;OUI;40;28;12;11;1;OUI;OUI;2020-03-29T18:36:48+02:00;48.8678534211,2.3493643105;Paris;
7025;Octave Gréard - Tour Eiffel;OUI;33;27;6;6;0;OUI;OUI;2020-03-29T18:35:10+02:00;48.8565029777,2.29317875433;Paris;
10107;Gare du Nord - Hôpital Lariboisière;OUI;49;37;12;7;5;OUI;OUI;2020-03-29T18:36:07+02:00;48.881949,2.352339;Paris;
11002;Roquette - Thiéré;OUI;23;12;11;9;2;OUI;OUI;2020-03-29T18:34:43+02:00;48.8550793058,2.37336863187;Paris;
11023;Saint-Maur - Roquette;OUI;46;33;12;9;3;OUI;OUI;2020-03-29T18:37:46+02:00;48.8586887741,2.38355399457;Paris;
20112;Jourdain - Place des Grandes Rigoles;OUI;22;17;5;3;2;OUI;OUI;2020-03-29T18:34:37+02:00;48.8740311373,2.38959476352;Paris;
19103;Manin - Carrières d'Amérique;OUI;20;17;3;3;0;OUI;OUI;2020-03-29T18:31:41+02:00;48.8846721421,2.3919698596;Paris;
46003;Conservatoire de Musique;OUI;25;14;11;5;6;OUI;OUI;2020-03-29T18:37:35+02:00;48.7709358667,2.40340143442;Choisy-le-Roi;
10024;Buisson Saint-Louis - Saint-Maur;OUI;19;12;7;6;1;OUI;OUI;2020-03-29T18:35:37+02:00;48.8717468493,2.37225283288;Paris;
18031;Place Albert Kahn;OUI;46;33;14;6;8;OUI;OUI;2020-03-29T18:33:50+02:00;48.8957969798,2.34558558413;Paris;
35002;Jean Jaurès - Presles;OUI;30;20;10;5;5;OUI;OUI;2020-03-29T18:37:08+02:00;48.907134415,2.39600572805;Pantin;
14124;David Weill - Parc Montsouris;OUI;22;13;9;3;6;OUI;OUI;2020-03-29T18:36:37+02:00;48.8210923743,2.33372569084;Paris;
21015;Nationale - Place Jules Guesde;OUI;23;15;8;6;2;OUI;OUI;2020-03-29T18:35:33+02:00;48.8275396246,2.24160522223;Boulogne-Billancourt;
22016;Charles de Gaulle - Sablonville;OUI;26;16;10;5;5;OUI;OUI;2020-03-29T18:37:07+02:00;48.8799192486,2.27637704462;Neuilly-sur-Seine;
8025;Miromesnil - La Boétie;OUI;35;22;13;9;4;OUI;OUI;2020-03-29T18:36:56+02:00;48.8737224129,2.31584809721;Paris;
9032;Mathurins - Auber;OUI;36;33;3;2;1;OUI;OUI;2020-03-29T18:37:18+02:00;48.8729888407,2.32949842123;Paris;
15013;Volontaire - Lecourbe;OUI;31;10;21;20;1;OUI;OUI;2020-03-29T18:37:43+02:00;48.843513788,2.30655223131;Paris;
31010;Stalingrad - Désiré Chevalier;OUI;42;35;7;2;5;OUI;OUI;2020-03-29T18:34:21+02:00;48.8567016974,2.44507223368;Montreuil;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;58;25;33;27;6;OUI;OUI;2020-03-29T18:37:58+02:00;48.868397,2.3678933;Paris;
12027;Montgallet - Charenton;OUI;16;5;11;8;3;OUI;OUI;2020-03-29T18:36:24+02:00;48.8426477787,2.38616492781;Paris;
19004;Quai de la Loire - Jean Jaurès;OUI;16;5;11;4;7;OUI;OUI;2020-03-29T18:35:07+02:00;48.8833973385,2.37107452298;Paris;
15010;Square Cambronne;OUI;59;27;32;31;1;OUI;OUI;2020-03-29T18:35:55+02:00;48.8475665453,2.30256915092;Paris;
12034;Pirogues de Bercy - Libourne;OUI;49;29;20;19;1;OUI;OUI;2020-03-29T18:36:59+02:00;48.832308,2.38637;Paris;
16140;Longchamp - Suresnes;NON;0;0;0;0;0;NON;NON;2019-10-10T10:57:21+02:00;48.8630082862,2.24082814273;Paris;
14018;Porte d'Orléans;OUI;48;40;7;2;5;OUI;OUI;2020-03-29T18:35:39+02:00;48.8227639,2.3249313;Paris;
20036;Ménilmontant - Pelleport;OUI;19;18;1;0;1;OUI;OUI;2020-03-29T18:37:54+02:00;48.8706826338,2.39895960233;Paris;
20027;Porte de Ménilmontant;OUI;15;13;2;0;2;OUI;OUI;2020-03-29T18:28:37+02:00;48.8691543609,2.40932246879;Paris;
6016;Danton - Serpente;OUI;22;13;9;8;1;OUI;OUI;2020-03-29T18:34:43+02:00;48.8522973626,2.34141323715;Paris;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;27;19;8;8;0;OUI;OUI;2020-03-29T18:36:48+02:00;48.8592797025,2.34662175179;Paris;
6032;Sabot - Rennes;OUI;26;0;21;13;8;OUI;OUI;2020-03-29T18:37:41+02:00;48.8525751129,2.33155276626;Paris;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;15;6;4;2;OUI;OUI;2020-03-29T18:36:57+02:00;48.8138106284,2.50967592001;Champigny-sur-Marne;
20017;Saint-Blaise - Mouraud;OUI;27;25;2;1;1;OUI;OUI;2020-03-29T18:36:42+02:00;48.856961776,2.40869477391;Paris;
11034;Parmentier - Fontaine au Roi;OUI;48;35;13;9;4;OUI;OUI;2020-03-29T18:36:31+02:00;48.8678767055,2.37270597867;Paris;
11003;Keller - La Roquette;OUI;34;19;15;14;1;OUI;OUI;2020-03-29T18:37:15+02:00;48.8555508,2.3752778;Paris;
7110;Quai Anatole France - Musée d'Orsay;OUI;12;12;0;0;0;NON;NON;2020-03-03T03:02:53+01:00;48.8612117406,2.32424609363;Paris;
16016;Paul Doumer - La Tour;OUI;34;24;10;4;6;OUI;OUI;2020-03-29T18:38:13+02:00;48.8601161096,2.28084048191;Paris;
11048;Place Mireille Havet;OUI;43;25;17;15;2;OUI;OUI;2020-03-29T18:33:34+02:00;48.850533,2.383756;Paris;
2101;Bachaumont - Montmartre;OUI;33;25;8;5;3;OUI;OUI;2020-03-29T18:32:13+02:00;48.8661739508,2.34497755766;Paris;
12154;Square Georges Melies;OUI;40;22;18;15;3;OUI;OUI;2020-03-29T18:32:56+02:00;48.8407023921,2.40966774523;Paris;
18035;René Binet - Porte de Montmartre;OUI;37;25;12;3;9;OUI;OUI;2020-03-29T18:37:50+02:00;48.8990510995,2.3365534097;Paris;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;12;17;15;2;OUI;OUI;2020-03-29T18:36:07+02:00;48.8225563667,2.39203959703;Ivry-sur-Seine;
13047;Boutroux - Porte de Vitry;OUI;49;35;14;12;2;OUI;OUI;2020-03-29T18:36:41+02:00;48.822632,2.377738;Paris;
22103;Senard - Charles Blum;OUI;24;21;3;3;0;OUI;OUI;2020-03-29T18:30:26+02:00;48.8573158248,2.22109168768;Saint-Cloud;
8101;Londres - Amsterdam;OUI;23;16;7;5;2;OUI;OUI;2020-03-29T18:37:46+02:00;48.8780344615,2.32648354097;Paris;
22013;Mairie de Neuilly sur Seine;OUI;31;24;7;1;6;OUI;OUI;2020-03-29T18:29:53+02:00;48.8849472877,2.26770311594;Neuilly-sur-Seine;
31021;Résistance - Hoche;OUI;30;29;1;0;1;OUI;OUI;2020-03-29T18:32:35+02:00;48.8642734237,2.43578441441;Montreuil;
16115;Raffet - Montmorency;OUI;42;40;2;0;2;OUI;OUI;2020-03-29T18:34:05+02:00;48.8525867081,2.26292524562;Paris;
15123;Commerce - Letellier;OUI;44;30;14;10;4;OUI;OUI;2020-03-29T18:31:47+02:00;48.8479766037,2.29662451966;Paris;
42305;Vanne - Saussaies;OUI;20;17;2;1;1;OUI;OUI;2020-03-29T18:36:03+02:00;48.786404,2.338848;Cachan;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;22;8;5;3;OUI;OUI;2020-03-29T18:32:56+02:00;48.8808834454,2.34993427992;Paris;
41101;Paul Doumer - Stalingrad;OUI;24;17;7;3;4;OUI;OUI;2020-03-29T18:36:08+02:00;48.8065189922,2.33688801527;Arcueil;
33015;Charles Tillon - Cimetière Communal;OUI;31;23;8;6;2;OUI;OUI;2020-03-29T18:37:38+02:00;48.9184402364,2.39356309175;Aubervilliers;
13516;Glacière - Soeur Catherine Marie;OUI;40;24;16;14;2;OUI;OUI;2020-03-29T18:36:12+02:00;48.8295229894,2.34357040375;Paris;
10021;Marché Saint-Quentin;OUI;15;10;5;5;0;OUI;OUI;2020-03-29T18:32:21+02:00;48.8773560577,2.35451144564;Paris;
8116;Champs-Elysees - Bassano;OUI;25;24;1;0;1;OUI;OUI;2020-03-29T18:34:16+02:00;48.8718118078,2.30023898184;Paris;
11011;Richard Lenoir - Voltaire;OUI;25;5;20;16;4;OUI;OUI;2020-03-29T18:37:48+02:00;48.8616427388,2.3727491498;Paris;
6002;Saint-Benoît - Jacob;OUI;23;16;8;3;5;OUI;OUI;2020-03-29T18:37:13+02:00;48.8554513601,2.33347222209;Paris;
17009;Paul Bodin - Clichy;OUI;34;26;8;5;3;OUI;OUI;2020-03-29T18:35:59+02:00;48.8923961462,2.31714259833;Paris;
6010;Chevreuse - Montparnasse;OUI;15;10;5;2;3;OUI;OUI;2020-03-29T18:38:09+02:00;48.8417391612,2.33155221674;Paris;
5015;Epée de Bois - Mouffetard;OUI;63;38;25;20;5;OUI;OUI;2020-03-29T18:34:08+02:00;48.8415086904,2.35006671399;Paris;
15128;Cadix - Hameau;OUI;37;30;7;6;1;OUI;OUI;2020-03-29T18:34:13+02:00;48.8340107632,2.28951618075;Paris;
9037;Parme - Clichy;OUI;24;18;6;1;5;OUI;OUI;2020-03-29T18:37:50+02:00;48.8812664242,2.32819709345;Paris;
13051;Halle Freyssinet - Parvis Alan Turing;OUI;23;18;5;5;0;OUI;OUI;2020-03-29T18:37:59+02:00;48.8328468145,2.37114217132;Paris;
14132;Bézout - Général Leclerc;OUI;30;23;7;5;2;OUI;OUI;2020-03-29T18:33:00+02:00;48.828848045,2.32859730721;Paris;
3003;Fille du Calvaire - Turenne;OUI;29;17;12;9;3;OUI;OUI;2020-03-29T18:38:23+02:00;48.8621050541,2.36496001482;Paris;
18047;St-Ouen - Lamarck;OUI;45;37;9;6;3;OUI;OUI;2020-03-29T18:37:12+02:00;48.8910830403,2.32673569484;Paris;
14004;Port Royal - Hôpital Cochin;OUI;23;6;17;5;12;OUI;OUI;2020-03-29T18:36:35+02:00;48.8383732338,2.34071787447;Paris;
6025;Assas - Rennes;OUI;32;29;2;1;1;OUI;OUI;2020-03-29T18:34:52+02:00;48.8492084999,2.32851454623;Paris;
11028;Guillaume Bertrand - République;OUI;38;19;17;12;5;OUI;OUI;2020-03-29T18:37:14+02:00;48.8638251743,2.38090637715;Paris;
21007;Rond-Point Rhin et Danube;OUI;53;38;15;13;2;OUI;OUI;2020-03-29T18:35:55+02:00;48.840452821,2.22802251577;Boulogne-Billancourt;
21016;Point du Jour - Jean Jaurès;OUI;26;8;18;13;5;OUI;OUI;2020-03-29T18:35:32+02:00;48.8287531414,2.24591146701;Boulogne-Billancourt;
17032;Jean Oestreicher - Porte de Champerret;OUI;21;5;16;10;6;OUI;OUI;2020-03-29T18:35:57+02:00;48.8865558007,2.28864043951;Paris;
1001;Quai de l'Horloge - Pont Neuf;OUI;17;15;1;1;0;OUI;OUI;2020-03-29T18:34:55+02:00;48.8570587391,2.34179828394;Paris;
11027;Saint-Ambroise - Parmentier;OUI;38;36;2;2;0;OUI;OUI;2020-03-29T18:35:52+02:00;48.8621478445,2.3772348091;Paris;
19120;Carducci - Place Hannah Arendt;OUI;27;25;2;0;2;OUI;OUI;2020-03-29T18:31:40+02:00;48.8774366815,2.38607436419;Paris;
22202;Jean Marin Naudin - Stalingrad;OUI;30;21;9;2;7;OUI;OUI;2020-03-29T18:38:08+02:00;48.8059819693,2.31964677572;Bagneux;
14012;Sibelle - Alésia;OUI;25;22;3;2;1;OUI;OUI;2020-03-29T18:35:29+02:00;48.8267017585,2.33849834651;Paris;
21008;Victor Hugo - Galliéni;OUI;34;13;20;15;5;OUI;OUI;2020-03-29T18:37:58+02:00;48.8380201544,2.24608451128;Boulogne-Billancourt;
11105;Parmentier - République;OUI;50;33;14;4;10;OUI;OUI;2020-03-29T18:36:08+02:00;48.8644954,2.3750124;Paris;
16040;Exelmans - Michel-Ange;OUI;33;12;21;16;5;OUI;OUI;2020-03-29T18:37:37+02:00;48.8430948665,2.25977708007;Paris;
22505;Mairie de La Garenne Colombes;OUI;22;13;9;4;5;OUI;OUI;2020-03-29T18:35:52+02:00;48.906475,2.246955;La Garenne-Colombes;
16138;Saint-Cloud - Hippodrome;NON;0;0;0;0;0;NON;NON;2019-10-10T10:47:28+02:00;48.8583409421,2.25815176964;Paris;
21502;Verdun - Place Henri IV;OUI;26;15;11;2;9;OUI;OUI;2020-03-29T18:38:15+02:00;48.8707973756,2.22770031542;Suresnes;
12126;Gravelle - Route du Bac;OUI;51;35;16;11;5;OUI;OUI;2020-03-29T18:36:56+02:00;48.824407,2.418455;Paris;
10001;René Boulanger - Lancry;OUI;62;34;28;12;16;OUI;OUI;2020-03-29T18:38:10+02:00;48.8685433,2.3600032;Paris;
5002;Sommerard - Saint-Jacques;OUI;34;16;18;16;2;OUI;OUI;2020-03-29T18:37:14+02:00;48.8503104329,2.3450158353;Paris;
17017;Gare de Pont-Cardinet;OUI;34;27;7;2;5;OUI;OUI;2020-03-29T18:38:00+02:00;48.8871390148,2.31449414399;Paris;
18032;Porte de Clignancourt;OUI;56;45;11;2;9;OUI;OUI;2020-03-29T18:35:22+02:00;48.897488,2.343996;Paris;
19039;Edouard Pailleron - Simon Bolivar;OUI;24;19;5;3;2;OUI;OUI;2020-03-29T18:32:30+02:00;48.8797988605,2.37483926117;Paris;
22001;Château - Bineau;OUI;23;11;8;7;1;OUI;OUI;2020-03-29T18:33:22+02:00;48.8904040286,2.27010637522;Neuilly-sur-Seine;
17122;Bridaine - Lamandé;OUI;29;25;4;1;3;OUI;OUI;2020-03-29T18:31:56+02:00;48.8862074,2.3206239;Paris;
26001;Gare d'Asnières sur Seine;OUI;24;16;8;2;6;OUI;OUI;2020-03-29T18:38:17+02:00;48.9063645922,2.28350669146;Asnières-sur-Seine;
21014;Hameau Fleuri - Marché;OUI;22;12;10;8;2;OUI;OUI;2020-03-29T18:38:19+02:00;48.8314488926,2.2412404418;Boulogne-Billancourt;
20118;Orteaux - Mouraud;OUI;24;11;13;6;7;OUI;OUI;2020-03-29T18:36:06+02:00;48.8555864285,2.40876290776;Paris;
6030;Assas - Vaugirard;OUI;35;17;17;8;9;OUI;OUI;2020-03-29T18:32:19+02:00;48.8482741114,2.32924137264;Paris;
15035;Place Etienne Pernet;OUI;43;35;8;8;0;OUI;OUI;2020-03-29T18:33:18+02:00;48.8424345713,2.29218196124;Paris;
